wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max(cc),avg(cc),bugs
5,2,0,7,14,6,0,7,4,0.625,70,1,0,0.6923077,0.8,0,0,12.6,4,1.4,0
4,1,0,6,33,0,1,5,2,0.33333334,157,1,1,0,0.53333336,0,0,37.5,2,0.75,0
3,2,1,12,22,3,2,10,2,1.5,72,0,0,0.8666667,1,0,0,22.666666,1,0.6666667,0
15,2,0,6,43,95,1,5,15,0.9464286,202,0.75,1,0.81333333,0.26666668,1,1,12.2,2,1.0666667,0
27,2,0,6,46,53,3,3,4,0.74009323,2106,1,2,0.25714287,0.20987654,1,2,75.77778,9,1.4814814,1
16,1,3,14,26,82,12,2,9,0.73333335,183,1,1,0,0.546875,0,0,10.0625,2,1,1
16,1,0,9,39,82,4,5,14,0.76666665,297,1,0,0,0.2109375,0,0,17.1875,8,2.125,0
12,1,0,4,41,0,3,1,3,0.76969695,381,1,0,0,0.8181818,0,0,29.5,3,1.6666666,1
33,2,0,15,130,434,2,14,23,0.94084823,1220,0.9285714,2,0.50793654,0.328125,1,5,35.121212,26,2.5151515,0
10,3,0,5,41,21,0,5,5,0.6666667,214,1,0,0.8043478,0.43333334,0,0,20,2,1,0
24,3,2,14,65,222,2,12,13,0.9378882,348,0.9285714,3,0.6166667,0.23809524,0,0,12.916667,4,1.5416666,0
9,1,0,17,39,10,6,11,8,0.875,353,0.25,1,0,0.2777778,0,0,37.333332,3,1.1111112,1
9,4,0,10,64,22,1,9,1,2,791,0,0,0.90909094,0.7037037,4,9,86.888885,23,4.888889,1
14,4,3,11,29,85,3,8,11,0.5769231,108,1,1,0.7592593,0.32142857,0,0,6.571429,4,1.2857143,0
4,2,0,9,22,6,1,8,4,1.2857143,130,0,0,0.8125,1,0,0,29.75,1,0.75,2
9,1,1,4,32,34,1,3,0,0.9375,145,1,1,0,0.4814815,0,0,14.888889,1,0.8888889,0
35,3,0,13,93,519,4,9,25,0.90909094,807,1,3,0.5362319,0.17142858,0,0,21.742857,7,1.4,1
14,5,0,12,41,29,6,6,13,0.87573963,377,0.53846157,2,0.76,0.1965812,1,4,25,9,2.2857144,0
16,4,0,19,56,60,5,16,14,0.8095238,362,1,2,0.83870965,0.25,3,3,21.1875,2,1,0
17,4,0,3,58,108,0,3,9,0.95625,345,0.4,1,0.8,0.25490198,2,6,18.705883,4,1.5882353,0
15,1,0,11,65,75,0,11,11,0.6938776,443,1,0,0,0.2952381,0,0,28.066668,5,1.6,0
13,1,2,12,37,56,4,10,4,0.7708333,269,1,2,0,0.20512821,0,0,19.384615,7,1.3846154,0
9,1,59,62,22,28,61,1,8,0.75,130,0.6666667,0,0,0.4814815,0,0,13.111111,5,1.4444444,0
5,2,0,8,34,8,1,7,3,0.5,216,1,0,0.88461536,1,0,0,42,11,3.4,1
9,4,0,11,54,10,1,11,7,0.8035714,345,1,0,0.87096775,0.3148148,1,1,36.555557,1,0.8888889,4
55,3,8,20,106,1313,8,12,9,0.9565527,1133,1,2,0.4065934,0.19545455,0,0,19.127274,10,1.8545455,0
31,1,0,81,71,311,78,5,27,0.75,644,1,0,0,0.17619048,0,0,19.64516,16,2.1935484,2
3,1,1,1,6,1,1,0,2,0,22,1,0,0,0.6666667,0,0,6,1,0.6666667,0
20,1,0,5,21,130,3,2,20,0.85263157,125,1,0,0,0.36,0,0,5,4,1.05,0
1,3,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,0
11,3,0,3,24,17,0,3,10,0.67142856,309,1,0,0.78723407,0.54545456,0,0,26.454546,11,1.9090909,0
15,3,0,5,42,69,3,2,15,0.66964287,538,1,2,0.6,0.24761905,2,8,34.333332,1,0.8,1
20,1,0,5,54,138,1,4,13,0.7894737,703,0.42105263,6,0,0.17763157,0,0,33.2,11,2.3,0
34,5,2,15,67,295,4,11,29,0.8429752,586,0.8181818,1,0.74590164,0.17320262,3,15,15.911765,5,1.7941177,3
11,3,0,8,26,0,0,8,11,0,76,1,1,0.78723407,0.28787878,2,2,5.818182,1,0.90909094,0
25,3,0,18,91,218,0,18,18,0.88988096,671,1,2,0.6166667,0.325,1,1,25.28,10,1.56,0
32,3,2,16,97,362,2,14,32,0.9419355,941,0.76,3,0.5441176,0.2013889,3,3,27.625,45,2.625,4
14,3,0,17,48,41,1,16,11,0.7692308,384,1,2,0.74,0.26190478,1,1,25.928572,26,3,1
11,6,0,6,34,39,0,6,7,0.9,195,1,1,0.9447853,0.3,4,10,16.181818,5,1.2727273,2
15,3,0,10,77,41,0,10,12,0.78571427,725,1,3,0.74,0.25,1,1,46.8,2,1.2666667,3
6,1,1,8,22,15,3,5,3,0.8,163,0,0,0,0.30555555,0,0,25.833334,4,1.3333334,0
18,5,0,14,44,77,2,12,16,0.7132353,331,1,3,0.6363636,0.24074075,2,8,16.944445,6,1.4444444,0
15,3,0,3,39,41,1,2,14,0.70408165,469,0.78571427,1,0.45454547,0.31111112,1,2,29.333334,1,0.8,1
2,2,0,8,34,1,1,7,2,2,346,0,0,0.9583333,1,1,1,172,1,0.5,0
17,5,0,9,34,118,2,7,17,0.975,137,0.5,1,0.90588236,0.27058825,3,5,6.470588,2,1.0588236,1
31,3,0,19,107,391,0,19,28,0.92280704,977,0.8947368,5,0.56060606,0.15,3,3,29.903225,3,1.1290323,0
10,1,0,5,18,21,5,0,8,0.72839504,182,1,0,0,0.34,0,0,16.3,7,1.5,1
15,2,1,7,49,75,2,5,9,0.75,402,1,0,0.57894737,0.32592592,1,1,25.533333,1,0.53333336,1
5,3,0,4,18,0,0,4,5,0.5,148,1,0,0.8888889,0.8,0,0,28,1,0.8,0
4,1,0,14,27,4,1,13,1,0.7777778,221,0.33333334,0,0,0.33333334,0,0,53.5,3,1.25,0
28,3,0,17,105,344,7,12,13,0.86419755,874,0.5555556,4,0.53571427,0.24338624,1,1,29.892857,9,2.0714285,0
9,6,0,12,28,6,4,8,4,0.125,143,1,0,0.953125,0.2888889,5,18,14.777778,4,1.5555556,0
16,3,0,15,65,76,0,15,13,0.92,483,1,0,0.7254902,0.31111112,0,0,28.25,9,1.5625,1
25,1,0,10,53,224,1,9,17,0.7202381,460,1,1,0,0.2,0,0,17.12,5,1.84,1
23,6,0,4,42,185,0,4,15,0.8116883,249,0.85714287,0,0.872093,0.21118012,1,7,9.521739,3,1.3913044,0
14,4,0,25,59,67,3,25,8,0.8,304,1,5,0.8666667,0.26153848,1,2,20.357143,4,1.2857143,3
15,2,0,18,66,77,9,13,2,0.877551,315,1,3,0.56666666,0.22222222,1,1,19.533333,2,0.93333334,0
15,1,4,12,53,71,5,8,5,0.97619045,390,0.33333334,2,0,0.22857143,0,0,24.4,18,2.3333333,3
3,1,0,10,18,3,1,9,1,1.1,106,0,0,0,0.44444445,0,0,32.666668,1,0.6666667,0
42,3,4,19,107,739,4,15,33,0.9288618,898,0.9583333,2,0.47435898,0.19312169,0,0,19.809525,10,1.6190476,1
20,3,0,9,46,160,0,9,17,0.8596491,206,1,0,0.6727273,0.2631579,1,1,9,2,1.05,2
15,4,0,13,87,69,0,13,10,0.82653064,498,1,0,0.84782606,0.23333333,3,5,31.733334,7,1.4666667,2
17,3,0,18,53,86,4,18,14,0.89204544,348,1,2,0.6981132,0.15508021,1,1,18.82353,8,2.235294,1
9,1,0,32,36,36,32,0,7,1.1041666,281,0.8333333,0,0,0.25,0,0,29.555555,11,3,0
8,3,0,6,36,18,1,6,4,1,182,0.42857143,1,0.8604651,0.2857143,0,0,20.875,1,0.75,0
7,2,1,6,21,0,2,5,4,0.33333334,90,1,0,0.6,0.4642857,0,0,11.571428,3,1.2857143,0
15,3,0,25,44,45,16,10,13,0.61904764,311,1,3,0.6818182,0.21666667,1,1,19.333334,6,1.8666667,0
12,3,0,14,58,0,0,14,11,0.6060606,303,1,1,0.7708333,0.22619048,2,3,24,3,1.25,1
29,3,7,89,59,328,85,5,27,0.88095236,471,0.7777778,0,0.5660377,0.23469388,3,4,14.931034,6,2.0344827,0
14,3,0,10,90,63,1,10,9,0.9230769,615,1,0,0.74,0.22222222,1,1,42.142857,3,1.2857143,0
17,1,0,13,73,82,8,6,10,0.8203125,598,1,0,0,0.18382353,0,0,33.705883,3,0.9411765,7
9,2,1,6,50,24,2,4,5,0.85,404,1,0,0.6875,0.45833334,1,3,43.333332,2,0.6666667,1
12,1,0,19,33,66,13,7,10,1.0454545,261,0,0,0,0.25925925,0,0,20.583334,8,1.9166666,0
6,3,0,7,28,9,2,6,6,0.85,261,0.25,0,0.88095236,0.375,1,1,41.833332,4,1.3333334,0
8,3,0,6,27,0,0,6,8,0.6857143,141,1,0,0.84090906,0.35,1,1,16,1,0.875,0
31,3,0,16,79,365,4,14,29,0.90555555,466,1,3,0.56060606,0.20952381,0,0,13.645162,4,1.2580645,0
10,1,28,67,14,35,66,2,10,0.7407407,75,1,2,0,0.32,0,0,6.2,3,1.1,0
9,3,0,5,26,16,0,5,7,0.75,185,1,0,0.8,0.3888889,0,0,19,2,1,1
12,3,0,11,75,44,1,11,7,0.93636364,455,0.5,0,0.7708333,0.2361111,0,0,36.083332,4,1.75,0
21,1,2,14,47,124,10,4,18,0.7,575,0.85714287,0,0,0.32539684,0,0,26.047619,10,2.6190476,0
25,1,0,15,108,244,0,15,15,0.8154762,712,1,4,0,0.1780303,0,0,26.92,8,1.48,2
19,1,0,23,69,81,11,12,14,0.8564815,517,1,4,0,0.18333334,0,0,25.578947,6,1.8421053,0
24,4,0,14,85,180,0,14,13,0.7826087,741,1,0,0.7105263,0.32608697,2,2,29.541666,7,1.625,4
12,3,0,6,30,30,0,6,8,0.7818182,282,1,1,0.7708333,0.4722222,1,1,22.083334,6,2.0833333,0
16,1,0,8,76,0,3,5,16,0.8833333,616,0.25,1,0,0.16666667,1,1,36.5,8,1.5625,1
6,4,0,9,32,9,0,9,3,0.2,182,1,1,0.91071427,0.35714287,1,1,29.166666,3,1.5,2
13,1,0,24,82,22,5,19,13,0.78333336,552,0.9,4,0,0.1474359,0,0,40.692307,6,1.3846154,0
14,1,0,30,96,87,8,23,10,0.88461536,905,1,2,0,0.1923077,0,0,63.5,10,1.7142857,1
34,3,0,9,106,435,0,9,15,0.93301433,1020,0.94736844,3,0.5362319,0.18855219,2,2,28.441177,46,3.0588236,1
17,1,0,8,67,90,7,1,13,0.703125,878,1,1,0,0.29375,0,0,50.17647,11,2.5294118,0
5,3,0,7,31,4,0,7,4,0.75,178,1,1,0.925,0.5,2,2,34,11,2.6,0
5,2,0,9,25,4,1,8,3,0.75,137,0.5,0,0.8125,0.5,0,0,26,2,1,0
26,3,0,12,85,217,7,7,19,0.7771429,811,0.78571427,1,0.5555556,0.21978022,2,3,29.653847,7,1.9615384,2
22,3,0,14,62,133,10,5,17,0.5714286,625,1,0,0.5882353,0.26623377,2,3,27.227272,9,2.8181818,0
24,4,0,13,103,176,1,12,18,0.80818415,1046,1,1,0.77227724,0.175,0,0,41.875,6,1.4166666,2
31,3,0,15,109,365,0,15,27,0.88809526,778,1,2,0.5522388,0.11491936,1,3,23.64516,22,2.2903225,1
23,4,0,13,96,181,0,13,16,0.71590906,856,1,1,0.6557377,0.22727273,0,0,35.869564,5,1.2608696,5
29,3,1,18,96,294,2,17,16,0.89761907,796,0.93333334,4,0.578125,0.16269842,2,2,25.931034,5,1.3793104,0
22,3,0,12,71,163,1,11,17,0.86734694,783,1,5,0.64912283,0.25170067,2,2,33.954544,22,2.6818182,1
25,5,1,14,91,196,3,13,16,0.8782051,800,1,1,0.7012987,0.21875,0,0,30.48,6,1.68,1
20,3,0,18,70,136,1,18,13,0.8245614,515,1,5,0.6727273,0.16746412,0,0,24.15,7,1.45,2
28,1,0,34,63,200,29,7,24,0.8055556,528,1,2,0,0.21938775,0,0,17.571428,8,1.8571428,1
25,1,0,20,71,182,12,9,22,0.8194444,515,1,1,0,0.17916666,0,0,19.12,11,1.84,1
1,1,0,0,2,0,0,0,0,2,26,0,0,0,1,0,0,3,0,0,2
18,1,2,24,68,151,18,8,17,1.0441177,386,0.125,0,0,0.15277778,0,0,20,4,1.5,1
40,5,0,30,121,622,6,24,36,0.8869464,1031,0.8636364,6,0.4935065,0.115625,2,4,24.225,21,2.35,2
64,5,3,15,111,1836,3,12,38,0.9455782,888,1,1,0.58,0.12109375,2,3,12.546875,6,1.484375,0
30,4,0,10,100,271,4,10,16,0.8912467,788,1,3,0.7358491,0.21674877,2,2,24.833334,3,1.1666666,3
14,5,0,14,69,25,1,14,14,0.83760685,492,0.7777778,2,0.80597013,0.24107143,1,1,33.5,17,2.5,0
11,3,0,9,54,15,1,8,10,0.7375,493,1,1,0.8043478,0.27142859,1,1,43.090908,1,0.8181818,3
16,3,1,18,80,86,1,17,11,0.8787879,631,0.90909094,3,0.7254902,0.18888889,2,2,37.75,4,1.1875,4
77,4,1,29,123,2700,14,17,68,0.97795165,1021,1,6,0.5064935,0.20593692,1,1,11.779221,14,1.7532468,3
25,2,7,27,38,0,8,22,21,0.6666667,198,1,0,0.28125,0.092,0,0,6.8,2,0.96,0
18,3,0,6,55,79,0,6,15,0.8907563,322,0.85714287,3,0.6981132,0.26890758,1,1,16.11111,3,1,0
21,3,0,12,61,144,1,12,15,0.8363636,507,1,3,0.66071427,0.1875,2,2,22.619047,4,1.4285715,0
22,4,0,25,172,151,1,25,10,0.9217687,1224,0.2857143,2,0.7878788,0.1780303,1,1,54,12,2.2272727,4
23,1,0,4,56,107,3,2,18,0.6363636,689,1,2,0,0.26086956,0,0,28.73913,7,2.1304348,3
27,2,0,11,53,229,8,3,23,0.8021978,405,1,0,0.5,0.13804714,1,1,13.740741,6,1.5185186,1
26,4,0,12,109,233,1,12,20,0.892,881,1,1,0.7093023,0.15705128,2,2,32.115383,4,1.0769231,8
27,3,0,8,101,157,5,3,15,0.8247863,1286,0.8888889,1,0.29411766,0.18376069,1,7,45.62963,4,1.1111112,1
18,3,0,12,80,61,1,12,12,0.64705884,549,1,2,0.6851852,0.18181819,0,0,29.38889,8,1.9444444,4
22,2,28,37,44,183,31,6,7,0.52380955,271,1,1,0.3,0.19886364,1,2,11.227273,3,1.3181819,0
29,3,0,25,109,268,1,25,20,0.85119045,879,1,6,0.578125,0.125,1,1,28.689655,29,3,4
42,1,0,24,109,653,6,19,30,0.8998258,1212,1,3,0,0.14634146,0,0,27.190475,40,2.2619047,2
34,3,0,112,112,461,101,13,28,0.8030303,1021,0.5,3,0.4918033,0.12770563,2,6,28.911764,7,2.235294,1
31,4,4,29,104,347,4,25,20,0.8611111,1270,1,5,0.7196262,0.12298387,3,9,39.387096,19,2,2
31,5,2,24,152,349,2,22,13,0.8574074,1413,1,8,0.8116883,0.11578947,4,16,44,7,1.483871,6
21,4,0,15,72,54,1,14,16,0.835,457,0.9,2,0.8041237,0.19444445,2,2,20.285715,3,1,2
16,1,0,29,40,72,27,2,11,0.9291667,463,0.5625,1,0,0.17777778,0,0,26.9375,5,1.9375,0
24,3,0,21,96,246,9,13,20,0.72282606,610,0.875,1,0.5660377,0.15416667,1,1,24.083334,14,2.5416667,0
29,2,102,184,66,346,181,8,19,0.83928573,375,1,3,0.24324325,0.19157088,1,1,11.724138,5,1.3448275,0
46,4,0,39,135,17,2,37,40,0.8837607,1100,1,3,0.6393443,0.074666664,3,5,22.630434,16,1.673913,5
43,3,1,25,120,451,9,16,30,0.89337474,920,1,5,0.48051947,0.1468254,0,0,19.860466,15,1.5116279,1
39,1,0,21,94,461,11,11,33,0.7868421,559,1,6,0,0.15384616,0,0,13.076923,7,1.6923077,0
25,1,10,26,103,134,10,16,3,0.7717391,1167,1,9,0,0.22619048,0,0,44.76,29,4.68,2
59,3,3,38,121,1145,9,29,57,0.7284483,1035,1,2,0.3448276,0.06174334,2,3,16.40678,8,1.8474576,3
20,4,0,9,56,150,0,9,15,0.95614034,455,0.6111111,2,0.7692308,0.28947368,0,0,20.85,6,1.3,2
21,4,0,15,76,152,5,14,16,0.8333333,573,0.8888889,2,0.6721311,0.17857143,1,1,25.857143,23,3.1904762,1
31,3,0,29,119,277,19,15,19,0.74444443,900,1,0,0.5522388,0.20788531,1,5,27.838709,16,2.580645,3
17,2,0,17,85,74,7,16,4,0.7875,461,1,5,0.53125,0.15625,1,1,25.82353,1,0.88235295,1
12,3,0,15,99,18,1,14,8,0.8264463,804,1,1,0.7708333,0.2777778,2,2,65.083336,18,4.8333335,2
30,1,0,10,104,429,2,9,5,1.0137931,1038,0.8,0,0,0.108333334,0,0,33.266666,9,1.9,3
39,1,0,25,150,625,8,21,24,0.87871855,1561,0.9130435,1,0,0.11111111,0,0,38.435898,27,2.2307692,6
56,2,2,51,169,1200,37,16,35,0.84886366,1842,0.875,2,0.40963855,0.15584415,1,5,31.607143,14,2.1964285,6
60,3,0,35,178,1304,10,25,43,0.891326,1152,1,5,0.38947368,0.09824561,1,4,17.916666,5,1.3166667,2
45,3,2,25,157,744,4,22,27,0.9020979,1828,0.84615386,2,0.4625,0.13986014,1,1,39.044445,19,2.2444444,5
11,1,0,8,75,53,7,1,9,0.825,968,0.5,0,0,0.18333334,0,0,86.27273,17,3.1818182,4
44,4,0,28,137,774,4,26,31,0.92334193,1254,0.962963,9,0.65,0.12790698,4,6,26.886364,5,1.2045455,2
23,1,0,17,126,161,2,17,5,0.7708333,2117,0.7916667,0,0,0.14876033,0,0,90,53,4.521739,4
92,3,0,34,261,3726,8,34,81,0.9602456,2704,0.9705882,11,0.2913386,0.11247576,2,2,28.02174,15,1.5543479,4
33,1,0,70,121,440,54,22,25,0.86011904,1095,0.8095238,7,0,0.11057692,0,0,31.545454,11,1.969697,0
49,4,1,31,210,844,1,30,28,0.87740386,2937,1,2,0.624,0.12731482,0,0,58.408165,13,1.4489796,8
28,3,0,18,132,130,3,15,19,0.84656084,1139,0.9285714,2,0.5967742,0.15151516,3,5,39.17857,6,1.6785715,3
9,1,0,5,57,34,2,3,2,1.0833334,566,0.22222222,0,0,0.30357143,0,0,60.88889,2,0.8888889,1
35,1,0,32,120,417,20,28,24,0.92789376,2098,0.38709676,0,0,0.2904412,0,0,58.057144,19,2.5142858,4
39,1,0,26,154,449,13,16,26,0.8784461,1711,0.71428573,3,0,0.17894737,0,0,42.333332,13,2.5641026,0
63,1,2,61,144,1603,51,10,31,0.87428844,2303,1,2,0,0.21370968,0,0,35.015873,35,3.2380953,3
63,3,0,36,267,1715,4,35,36,0.92293906,2328,0.8611111,9,0.37755102,0.09164223,2,4,35.38095,21,2.079365,5
58,1,0,142,158,1627,134,12,56,0.9498747,1752,0.64285713,1,0,0.16023391,0,0,28.965517,17,2.637931,4
120,1,0,365,288,6692,352,30,103,0.97547126,2384,0.5945946,5,0,0.09008403,0,0,18.558332,6,1.4166666,10
