wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
17,2,3,16,76,40,3,0,12,0.8472222220000001,586,0.5555555560000001,1,0.615384615,0.302083333,1,1,32.94117647,6,1.3529,0
8,1,0,0,9,28,0,0,8,1.142857143,45,0.0,0,0.0,0.28571428600000004,0,0,0.375,1,0.875,0
8,1,0,5,8,28,5,0,8,2.0,8,0.0,0,0.0,0.475,0,0,0.0,1,1.0,0
6,1,0,0,6,15,0,0,6,1.2,10,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0,0
50,1,6,29,164,909,6,0,41,0.9272404609999999,2168,1.0,5,0.0,0.09022556400000001,0,0,41.9,62,3.04,0
23,2,0,19,112,115,4,0,19,0.875,954,1.0,1,0.7613636359999999,0.22727272699999998,1,5,40.13043478,6,1.4783,0
5,3,0,3,21,0,2,0,4,0.55,387,0.4,1,0.894736842,0.4,1,1,75.4,14,4.8,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
30,2,0,10,61,383,5,0,29,0.89968652,301,0.090909091,1,0.46153846200000004,0.261083744,0,0,8.666666667000001,2,1.0333,0
22,1,1,9,83,225,7,0,19,0.880952381,995,1.0,1,0.0,0.198412698,1,1,44.13636364,23,3.4091,2
10,1,0,0,11,45,0,0,10,2.0,13,0.0,0,0.0,0.375,0,0,0.3,1,0.9,0
8,1,0,8,16,16,8,0,8,0.0,79,1.0,0,0.0,0.425,0,0,8.75,1,0.25,0
18,1,0,8,70,109,5,0,15,0.860294118,646,0.125,0,0.0,0.225490196,0,0,34.44444444,5,2.0,0
4,2,0,6,8,6,0,0,4,2.0,22,0.0,0,0.625,0.625,0,0,4.5,1,0.75,0
11,1,0,6,33,25,0,0,10,0.8444444440000001,323,0.333333333,4,0.0,0.3,0,0,27.54545455,11,2.0909,0
10,3,0,6,66,23,0,0,9,0.472222222,745,1.0,3,0.75,0.5,2,5,73.1,2,0.9,0
5,1,0,0,5,10,0,0,5,2.0,5,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0
3,2,0,7,19,0,0,0,3,0.833333333,108,0.666666667,1,0.923076923,0.5555555560000001,0,0,34.0,1,0.6667,0
8,1,0,0,14,0,0,0,7,0.571428571,95,0.5,0,0.0,0.37142857100000004,0,0,10.625,2,0.75,0
4,1,0,1,9,0,1,0,0,0.5,32,1.0,0,0.0,1.0,0,0,6.5,1,0.75,0
17,1,0,12,17,136,10,0,17,2.0,17,0.0,0,0.0,0.382352941,0,0,0.0,1,1.0,0
13,1,0,11,75,48,5,0,5,0.881944444,876,0.75,1,0.0,0.27380952399999997,0,0,65.46153846,4,1.3077,0
31,1,0,16,74,157,4,0,23,0.7955555559999999,865,1.0,7,0.0,0.17,0,0,26.41935484,7,1.7097,0
3,1,1,0,4,3,0,0,3,2.0,6,0.0,0,0.0,0.666666667,0,0,1.0,1,0.6667,0
2,2,0,5,19,0,1,0,2,0.0,116,1.0,0,0.916666667,0.833333333,0,0,56.5,1,0.5,0
2,1,0,6,7,1,1,0,1,2.0,17,0.0,0,0.0,0.5,0,0,7.5,1,0.5,0
4,1,0,1,10,0,1,0,1,1.296296296,142,0.037037037,0,0.0,0.444444444,0,0,27.75,2,0.75,0
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
3,3,0,4,7,3,1,0,3,1.5,17,1.0,0,0.933333333,0.5555555560000001,1,1,4.333333333,1,0.6667,0
2,1,0,5,2,1,3,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
13,1,0,27,35,62,26,0,9,0.36111111100000004,315,1.0,0,0.0,0.38888888899999996,0,0,23.0,7,1.3846,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
81,1,0,17,212,2914,0,0,69,0.9770833329999999,2334,0.988095238,5,0.0,0.184375,0,0,26.77777778,9,1.3457,1
3,1,0,18,4,1,18,0,1,0.9523809520000001,134,0.0,20,0.0,0.75,0,0,36.66666667,1,0.3333,0
4,2,0,9,10,0,8,0,4,0.0,63,1.0,0,0.8,0.625,0,0,14.5,3,1.25,0
3,3,0,3,4,3,1,0,3,2.0,11,0.0,0,0.951219512,0.666666667,0,0,2.666666667,1,0.6667,0
2,1,0,0,4,1,0,0,1,1.9166666669999999,24,0.0,0,0.0,1.0,0,0,5.0,0,0.0,0
30,1,0,26,30,435,25,0,30,1.034482759,34,0.0,0,0.0,0.16296296300000002,0,0,0.0,1,1.0,0
4,2,0,4,22,0,1,0,4,0.0,141,1.0,0,0.846153846,0.5,2,2,33.75,1,0.5,0
74,1,0,59,210,1483,40,0,67,0.896575342,1597,1.0,11,0.0,0.12035225,0,0,20.31081081,19,2.4459,1
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,0
30,2,0,11,79,301,0,0,27,0.870344828,737,1.0,2,0.41666666700000005,0.344827586,1,1,22.73333333,2,1.0,0
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
12,1,0,7,21,20,2,0,7,0.6181818179999999,359,1.0,3,0.0,0.340909091,0,0,28.08333333,1,0.8333,0
10,3,0,3,24,0,0,0,10,0.333333333,149,1.0,1,0.428571429,0.225,1,1,13.7,1,0.8,0
13,5,0,2,25,44,0,0,11,0.816666667,164,1.0,0,0.8918918920000001,0.423076923,1,1,11.23076923,1,0.9231,0
6,1,0,17,6,15,15,0,6,2.0,6,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
10,1,0,6,34,27,2,0,6,0.796296296,287,1.0,2,0.0,0.314814815,0,0,27.1,4,1.2,0
6,1,0,0,7,5,0,0,6,0.8,44,1.0,0,0.0,0.375,0,0,5.5,1,0.8333,0
7,1,0,1,13,0,1,0,7,0.5,50,1.0,0,0.0,0.5,0,0,5.857142857,1,0.8571,0
19,1,0,0,33,141,0,0,17,0.9494949490000001,201,1.0,0,0.0,0.375,0,0,9.0,5,1.1053,0
4,1,0,2,10,0,0,0,2,0.26666666699999997,83,0.0,2,0.0,0.4375,0,0,18.5,3,1.5,0
1,1,0,1,2,0,1,0,0,2.0,32,0.0,0,0.0,1.0,0,0,27.0,0,0.0,0
2,1,0,2,11,1,0,0,2,2.0,124,0.0,0,0.0,0.75,0,0,61.0,3,1.5,0
19,3,0,18,81,93,2,0,16,0.9313725490000001,711,0.058823529000000006,2,0.6964285709999999,0.314814815,2,6,35.52631579,6,1.5789,0
46,1,0,33,78,787,28,0,44,0.9037037040000001,696,0.944444444,4,0.0,0.11794871800000001,0,0,13.73913043,18,1.8478,0
4,1,0,4,7,0,1,0,4,0.5,47,1.0,2,0.0,0.4375,0,0,10.25,2,1.0,0
6,1,0,0,39,13,0,0,4,1.0,312,1.0,0,0.0,0.233333333,0,0,50.66666667,6,3.5,0
6,1,0,12,6,15,9,0,6,2.0,6,0.0,0,0.0,0.41666666700000005,0,0,0.0,1,1.0,0
2,1,0,3,14,1,0,0,2,2.0,577,0.0,0,0.0,0.75,0,0,287.5,6,3.0,0
12,1,0,16,40,42,12,0,8,0.9580419579999999,379,1.0,1,0.0,0.263636364,0,0,29.5,9,1.6667,0
2,4,0,4,6,1,1,0,2,2.0,29,0.0,0,0.975609756,0.666666667,1,1,13.5,1,0.5,0
13,1,2,0,19,72,0,0,12,0.966666667,157,1.0,3,0.0,0.653846154,0,0,10.30769231,5,1.8462,0
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
7,1,0,5,16,13,3,0,6,1.075757576,747,1.0,0,0.0,0.194444444,0,0,104.1428571,11,4.0,0
43,1,0,17,159,567,3,0,24,0.774603175,2409,1.0,3,0.0,0.223214286,0,0,54.674418599999996,22,3.8372,0
14,2,0,5,51,25,0,0,3,0.9010989009999999,555,0.428571429,0,0.7209302329999999,0.519230769,1,4,38.14285714,7,2.1429,0
3,1,0,3,11,3,2,0,3,2.0,71,0.0,0,0.0,0.333333333,0,0,22.66666667,8,3.6667,0
14,2,1,14,56,41,3,0,7,0.8888888890000001,290,1.0,3,0.8,0.692307692,2,7,19.07142857,6,1.4286,1
10,1,0,6,21,3,2,0,9,0.7777777779999999,142,1.0,2,0.0,0.36111111100000004,0,0,12.7,1,0.8,0
4,3,0,2,5,4,1,0,3,1.0,16,1.0,0,0.981818182,1.0,2,2,2.5,1,0.5,0
36,1,0,21,136,260,4,0,27,0.8685714290000001,1275,1.0,3,0.0,0.22142857100000002,0,0,34.13888889,12,2.6111,1
10,1,0,10,43,0,3,0,6,0.481481481,257,1.0,3,0.0,0.35,0,0,24.4,3,1.3,0
4,1,0,0,5,0,0,0,4,0.666666667,28,1.0,0,0.0,0.4375,0,0,5.25,1,0.75,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,1,2,8,22,15,4,0,6,0.916666667,117,1.0,0,0.0,0.333333333,0,0,15.14285714,1,0.7143,0
31,1,0,18,50,255,15,0,30,0.9121212120000001,259,0.636363636,3,0.0,0.220430108,0,0,7.0,3,1.0968,0
3,2,0,8,11,0,3,0,3,0.0,85,1.0,0,0.846153846,0.666666667,1,1,26.66666667,1,0.6667,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
16,1,1,0,17,120,0,0,16,2.0,23,0.0,0,0.0,0.3875,0,0,0.4375,1,0.9375,0
9,1,0,5,9,36,4,0,9,2.0,9,0.0,0,0.0,0.41666666700000005,0,0,0.0,1,1.0,0
3,3,0,4,8,3,1,0,3,2.0,27,0.0,0,0.951219512,0.666666667,1,1,8.0,1,0.6667,0
7,1,0,7,9,7,7,0,7,0.7,55,1.0,0,0.0,0.46428571399999996,0,0,6.142857143,1,0.7143,1
2,3,10,12,3,1,10,0,2,2.0,8,0.0,0,0.975,0.666666667,0,0,3.0,1,0.5,0
1,1,0,20,1,0,19,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,5,7,1,4,0,1,1.4166666669999999,62,0.25,1,0.0,1.0,0,0,24.0,0,0.0,0
27,3,0,19,104,237,1,0,21,0.735576923,811,1.0,1,0.7222222220000001,0.224358974,0,0,28.74074074,9,1.8889,0
1,1,0,3,2,0,3,0,0,2.0,16,0.0,0,0.0,1.0,0,0,12.0,0,0.0,0
23,1,0,9,48,193,5,0,21,0.90530303,429,0.916666667,5,0.0,0.272727273,0,0,17.13043478,10,2.2609,1
8,2,0,9,38,0,0,0,7,0.857142857,278,1.0,1,0.872340426,0.7857142859999999,0,0,33.25,3,2.0,0
19,1,0,3,32,79,2,0,16,0.8222222220000001,612,1.0,1,0.0,0.263157895,0,0,30.68421053,14,2.6316,0
2,1,0,2,13,1,0,0,2,2.0,100,0.0,0,0.0,0.75,0,0,49.0,6,3.0,0
30,2,0,11,66,311,1,0,18,0.8764367820000001,640,1.0,1,0.6315789470000001,0.43965517200000004,2,7,19.93333333,7,1.8667,0
4,3,0,3,8,6,1,0,3,0.333333333,38,1.0,0,0.9285714290000001,0.583333333,0,0,8.25,2,1.0,0
11,2,0,3,28,47,1,0,11,0.4,177,1.0,0,0.7857142859999999,0.47272727299999995,1,2,14.90909091,1,0.2727,0
23,1,0,7,38,155,5,0,19,0.704545455,316,1.0,1,0.0,0.22727272699999998,0,0,12.47826087,4,1.2609,0
5,2,0,6,33,0,1,0,1,0.375,218,0.5,1,0.7,0.583333333,1,2,42.2,1,0.6,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
27,2,2,0,54,351,0,0,26,2.0,141,0.0,0,0.543859649,0.314814815,0,0,4.222222222,1,0.963,0
3,1,0,2,13,0,1,0,3,0.375,101,1.0,1,0.0,0.666666667,0,0,31.33333333,2,1.0,0
9,1,0,9,13,30,9,0,8,0.125,112,1.0,0,0.0,0.4375,0,0,11.33333333,1,0.7778,0
9,2,0,9,49,8,1,0,6,0.484375,365,0.125,0,0.533333333,0.3125,0,0,38.66666667,10,1.7778,0
8,1,0,7,22,12,3,0,7,0.828571429,91,1.0,2,0.0,0.39285714299999996,0,0,9.75,1,0.75,0
3,2,0,3,8,1,1,0,3,0.0,34,1.0,0,0.666666667,0.5555555560000001,1,1,10.0,1,0.3333,0
4,3,0,5,11,4,3,0,4,2.0,82,0.0,0,0.9285714290000001,0.5,1,2,19.5,10,3.0,0
3,1,0,1,7,0,1,0,3,0.0,33,1.0,0,0.0,0.666666667,0,0,9.666666667000001,1,0.6667,0
15,1,1,0,27,73,0,0,15,0.857142857,145,1.0,2,0.0,0.255555556,0,0,8.4,9,1.8,0
5,2,0,11,41,8,0,0,3,0.875,376,1.0,1,0.869565217,0.5625,0,0,73.8,1,0.6,1
13,4,16,19,54,22,16,0,12,0.683333333,339,1.0,0,0.8382352940000001,0.41666666700000005,1,1,24.69230769,1,0.8462,0
12,1,0,1,20,62,1,0,5,0.923444976,357,0.052631579000000005,1,0.0,0.212121212,0,0,25.58333333,1,0.75,0
21,2,0,5,66,114,1,0,19,0.827272727,607,0.090909091,0,0.558139535,0.3375,0,0,27.38095238,16,2.2381,0
1,1,0,2,2,0,2,0,1,2.0,32,0.0,0,0.0,1.0,0,0,24.0,0,0.0,0
6,2,0,8,25,0,6,0,4,0.1,178,1.0,0,0.2,0.4,0,0,28.33333333,2,1.3333,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
31,4,0,5,69,451,4,0,28,0.37777777799999995,270,1.0,0,0.6375,0.141666667,2,9,7.612903226,5,1.2258,0
2,2,0,3,4,0,3,0,2,0.0,15,1.0,1,0.5,0.666666667,0,0,6.0,1,0.5,0
11,3,0,2,22,0,1,0,10,0.35,108,1.0,1,0.9,0.3,1,1,8.636363636,2,0.9091,0
3,3,0,3,13,3,0,0,3,2.0,95,0.0,0,0.954545455,0.5555555560000001,1,3,30.66666667,1,0.6667,0
10,2,0,10,30,35,2,0,9,0.8888888890000001,164,0.6,0,0.923076923,0.325,2,2,14.9,1,0.9,1
5,1,0,0,33,10,0,0,3,2.0,264,0.0,0,0.0,0.4,0,0,51.8,8,3.4,0
7,2,0,0,32,21,0,0,7,2.0,163,0.0,0,0.538461538,0.904761905,1,1,22.28571429,3,1.2857,0
14,2,0,11,59,59,0,0,12,0.871794872,510,1.0,0,0.48,0.452380952,1,5,35.0,7,1.4286,0
21,1,0,12,95,124,5,0,14,0.8583333329999999,719,1.0,2,0.0,0.225,0,0,32.66666667,12,1.9048,2
5,2,0,6,20,0,1,0,4,0.833333333,176,0.166666667,1,0.8888888890000001,0.35714285700000004,0,0,33.0,6,1.6,0
1,1,0,0,1,0,0,0,1,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,4,0,4,5,1,1,0,2,2.0,39,0.0,0,0.975609756,0.666666667,1,1,18.5,1,0.5,0
1,2,0,1,2,0,0,0,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
17,1,0,1,22,0,1,0,16,0.4375,275,1.0,0,0.0,0.352941176,0,0,14.94117647,5,2.2353,0
90,1,0,26,158,3537,11,0,81,0.960356159,1560,0.924528302,5,0.0,0.17556179800000002,0,0,15.74444444,8,1.3222,0
5,2,0,7,13,10,3,0,5,2.0,63,0.0,0,0.5,0.533333333,0,0,11.6,2,1.4,0
2,1,0,1,3,1,1,0,1,1.963636364,231,0.0,0,0.0,1.0,0,0,87.0,0,0.0,0
16,1,0,15,16,120,15,0,16,2.0,16,0.0,0,0.0,0.3125,0,0,0.0,1,1.0,0
2,4,0,5,5,1,1,0,2,2.0,24,0.0,0,0.975609756,0.666666667,0,0,11.0,1,0.5,0
8,1,0,2,18,2,2,0,7,0.571428571,63,1.0,1,0.0,0.40625,0,0,6.625,1,0.875,0
10,2,0,4,21,0,1,0,9,0.694444444,218,0.375,1,0.897058824,0.311111111,1,1,20.0,6,1.3,0
22,3,1,11,58,125,1,0,21,0.8707482990000001,560,0.071428571,0,0.661016949,0.258503401,1,6,23.81818182,5,1.2273,0
2,2,0,5,13,1,1,0,2,2.0,33,0.0,0,0.916666667,0.666666667,0,0,15.5,1,0.5,0
24,3,0,2,46,0,1,0,20,0.7246376809999999,218,1.0,1,0.625,0.27173913,1,1,7.958333333,3,1.5,0
1,1,0,2,2,0,2,0,1,2.0,10,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
2,4,0,0,4,1,0,0,2,2.0,9,0.0,0,1.0,0.75,0,0,3.5,0,0.0,0
34,1,0,0,67,0,0,0,32,0.727272727,233,1.0,2,0.0,0.264705882,0,0,5.735294118,2,1.0,0
2,2,1,0,4,1,0,0,1,2.0,37,0.0,0,0.9,0.666666667,0,0,17.5,1,0.5,0
2,1,0,1,7,1,1,0,2,2.0,23,1.0,0,0.0,0.6,0,0,10.0,1,0.5,0
14,1,0,20,72,41,6,0,6,0.699300699,723,1.0,3,0.0,0.242857143,0,0,49.85714286,4,1.2143,0
6,2,3,0,7,15,0,0,6,2.0,9,0.0,0,0.444444444,0.611111111,0,0,0.5,1,0.8333,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
53,1,0,33,113,1152,25,0,46,0.932692308,1038,0.96875,7,0.0,0.131410256,0,0,17.98113208,18,1.7358,4
7,1,0,7,24,13,7,0,4,0.833333333,314,1.0,0,0.0,0.214285714,0,0,42.85714286,4,2.4286,0
10,2,2,8,34,25,2,0,7,0.793650794,210,1.0,2,0.7142857140000001,0.472222222,0,0,19.3,5,1.2,0
11,1,0,1,12,55,0,0,11,2.0,14,0.0,0,0.0,0.454545455,0,0,0.272727273,1,0.9091,0
12,1,0,14,38,14,7,0,11,0.672727273,158,1.0,3,0.0,0.25974026,0,0,11.75,1,0.75,0
8,2,0,3,11,12,2,0,5,0.642857143,52,1.0,1,0.41666666700000005,0.40625,1,1,5.25,1,0.875,0
121,1,0,63,121,7260,52,0,121,1.008333333,122,0.0,0,0.0,0.12333121400000001,0,0,0.0,1,1.0,0
11,2,0,9,53,0,0,0,10,0.7,473,1.0,1,0.82,0.8,0,0,41.72727273,3,1.6364,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
36,1,0,23,76,210,18,0,36,0.8311688309999999,1025,1.0,1,0.0,0.143518519,0,0,27.16666667,3,1.3889,2
9,5,0,3,23,4,0,0,8,0.708333333,158,1.0,0,0.925233645,0.333333333,1,1,16.22222222,1,0.8889,0
4,1,0,5,29,4,2,0,3,0.333333333,213,1.0,0,0.0,0.5,0,0,52.0,1,0.5,0
12,2,0,4,23,42,1,0,9,0.8441558440000001,1209,0.857142857,0,0.47619047600000003,0.35,1,2,99.16666667,1,0.9167,0
110,1,1,13,177,4753,3,0,92,0.921035387,1126,0.9285714290000001,7,0.0,0.176605505,0,0,8.981818182,3,1.0455,0
4,1,0,3,21,0,3,0,3,0.5,242,1.0,0,0.0,0.5555555560000001,0,0,59.0,4,1.25,0
11,2,0,2,21,0,1,0,8,0.6,86,1.0,1,0.68,0.316666667,0,0,6.6363636360000005,3,1.2727,0
9,3,0,7,59,0,0,0,7,0.625,491,1.0,4,0.75,0.26388888899999996,2,2,53.0,2,1.0,1
2,4,0,3,3,1,1,0,2,2.0,8,0.0,0,0.975609756,0.666666667,0,0,3.0,1,0.5,0
7,1,0,2,8,21,2,0,7,2.0,10,0.0,0,0.0,0.47619047600000003,0,0,0.428571429,1,0.8571,0
15,1,0,13,60,105,13,0,12,1.0,766,1.0,0,0.0,0.226190476,0,0,50.0,8,3.9333,1
54,4,0,16,222,817,2,0,32,0.849056604,3912,0.966666667,2,0.616541353,0.129380054,2,10,70.88888889,30,3.6296,4
13,1,1,4,14,66,1,0,13,0.791666667,41,1.0,0,0.0,0.46153846200000004,0,0,2.0,1,0.9231,0
2,4,0,4,5,1,1,0,2,2.0,39,0.0,0,0.975609756,0.666666667,1,1,18.5,1,0.5,0
10,1,0,5,17,7,4,0,10,1.027777778,280,0.25,0,0.0,0.7,0,0,25.0,6,1.7,0
47,1,0,7,162,1081,3,0,44,1.02173913,2279,1.0,0,0.0,0.10414333699999999,0,0,47.44680851,19,2.4894,0
3,1,0,2,6,1,1,0,2,0.5,20,1.0,0,0.0,0.666666667,0,0,5.333333333,1,0.6667,0
4,1,0,2,10,0,1,0,3,0.333333333,50,1.0,0,0.0,0.46666666700000003,0,0,11.25,2,0.75,0
7,1,1,3,8,9,1,0,7,0.583333333,35,1.0,0,0.0,0.642857143,0,0,3.714285714,1,0.8571,0
17,1,0,10,48,6,2,0,15,0.775,1267,1.0,6,0.0,0.23214285699999998,0,0,72.35294118,4,1.1176,0
51,1,0,44,124,0,1,0,39,0.6791666670000001,4367,0.791666667,9,0.0,0.2,0,0,84.15686275,11,2.1373,0
1,1,0,6,1,0,5,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
38,1,0,21,104,493,6,0,36,0.9305019309999999,943,1.0,5,0.0,0.11711711699999999,0,0,23.26315789,9,1.5526,0
33,2,0,7,78,342,1,0,23,0.8203125,737,1.0,1,0.607594937,0.552083333,2,7,20.84848485,8,1.5455,1
2,1,0,3,14,1,0,0,2,2.0,1791,0.0,0,0.0,0.75,0,0,894.5,11,5.5,0
6,1,0,15,6,15,14,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
3,1,0,3,5,1,1,0,2,0.5,22,0.0,2,0.0,0.5,0,0,5.666666667,1,0.6667,0
2,1,0,1,7,1,1,0,2,1.0,26,1.0,0,0.0,0.6,0,0,11.5,1,0.5,0
13,1,5,6,20,34,5,0,12,0.8,89,1.0,1,0.0,0.403846154,0,0,5.461538462,1,0.9231,0
8,1,0,4,36,26,4,0,7,1.071428571,351,0.0,0,0.0,0.380952381,0,0,42.375,8,3.625,0
18,1,4,11,34,119,10,0,7,0.705882353,387,0.2,4,0.0,0.305882353,0,0,20.22222222,15,3.4444,1
1,1,0,5,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,4,4,0,8,6,0,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
2,1,0,2,5,1,1,0,2,2.0,15,0.0,0,0.0,0.75,0,0,6.5,2,1.0,0
8,3,0,8,29,26,2,0,7,2.0,264,0.0,0,0.8478260870000001,0.41666666700000005,0,0,32.0,1,0.875,0
6,1,0,11,6,15,8,0,6,2.0,6,0.0,0,0.0,0.41666666700000005,0,0,0.0,1,1.0,0
19,2,4,0,38,171,0,0,18,2.0,120,0.0,0,0.485714286,0.377192982,0,0,5.315789474,1,0.9474,0
10,3,0,10,42,11,0,0,9,0.5555555560000001,273,0.5,0,0.8297872340000001,0.46666666700000003,2,2,26.1,1,0.8,0
3,3,0,0,4,0,0,0,3,0.5,21,1.0,0,0.6,0.5,0,0,5.333333333,1,0.6667,0
13,2,0,7,33,0,2,0,12,0.638888889,382,1.0,1,0.5862068970000001,0.323076923,0,0,28.15384615,8,1.6154,0
3,1,0,1,14,3,1,0,3,2.0,138,0.0,0,0.0,0.5,0,0,45.0,13,5.6667,1
20,2,0,5,51,156,1,0,19,0.6421052629999999,429,1.0,2,0.6875,0.37142857100000004,0,0,20.2,2,0.3,0
1,6,0,1,7,0,1,0,1,2.0,17,0.0,0,1.0,1.0,0,0,16.0,0,0.0,0
3,1,0,3,6,1,3,0,2,0.5,23,1.0,0,0.0,0.5,0,0,6.333333333,3,1.0,0
2,2,0,5,10,1,2,0,2,2.0,36,0.0,0,0.916666667,0.666666667,1,1,17.0,1,0.5,0
9,1,0,17,53,30,2,0,3,0.958333333,624,1.0,1,0.0,0.26666666699999997,0,0,67.66666667,16,5.1111,2
2,1,0,5,22,0,1,0,2,1.0,134,1.0,1,0.0,0.6,0,0,65.0,4,2.0,0
5,2,0,2,16,0,1,0,5,0.625,90,1.0,0,0.2,0.4,0,0,16.6,2,1.2,1
14,1,0,19,14,91,19,0,14,2.0,14,0.0,0,0.0,0.28571428600000004,0,0,0.0,1,1.0,0
130,2,0,64,270,6759,56,0,123,0.9155038759999999,2700,1.0,6,0.11888111900000001,0.069232825,0,0,19.53846154,8,1.2692,0
33,1,0,9,34,528,9,0,32,1.03125,70,0.0,0,0.0,0.28138528100000004,0,0,0.090909091,1,0.9697,0
9,3,0,4,32,6,2,0,7,2.0,265,0.0,0,0.8297872340000001,0.444444444,0,0,28.44444444,1,0.8889,0
17,2,4,0,31,130,0,0,15,0.5625,161,1.0,0,0.25,0.234375,0,0,8.352941176,1,0.8824,0
4,1,0,3,8,4,1,0,3,0.666666667,26,1.0,0,0.0,0.875,0,0,5.25,1,0.75,0
5,3,0,0,9,0,0,0,2,0.75,47,1.0,0,0.869565217,0.583333333,2,2,7.8,1,0.6,0
9,1,1,6,41,4,2,0,5,0.5,282,1.0,0,0.0,0.34375,0,0,30.11111111,1,0.7778,0
8,1,0,6,64,22,2,0,6,0.7142857140000001,509,1.0,1,0.0,0.28571428600000004,0,0,62.375,12,2.625,0
7,2,0,3,20,7,1,0,4,0.7222222220000001,143,1.0,0,0.5,0.28571428600000004,1,4,19.0,3,1.5714,0
4,5,0,2,12,0,0,0,4,0.0,41,1.0,0,0.9577464790000001,0.625,1,1,9.0,1,0.75,0
